SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,ORG_TYPE,REPORT_DATE,REPORT_TYPE,REPORT_DATE_NAME,SECURITY_TYPE_CODE,NOTICE_DATE,UPDATE_DATE,CURRENCY,TOTAL_OPERATE_INCOME,TOTAL_OPERATE_INCOME_YOY,OPERATE_INCOME,OPERATE_INCOME_YOY,INTEREST_INCOME,INTEREST_INCOME_YOY,EARNED_PREMIUM,EARNED_PREMIUM_YOY,FEE_COMMISSION_INCOME,FEE_COMMISSION_INCOME_YOY,OTHER_BUSINESS_INCOME,OTHER_BUSINESS_INCOME_YOY,TOI_OTHER,TOI_OTHER_YOY,TOTAL_OPERATE_COST,TOTAL_OPERATE_COST_YOY,OPERATE_COST,OPERATE_COST_YOY,INTEREST_EXPENSE,INTEREST_EXPENSE_YOY,FEE_COMMISSION_EXPENSE,FEE_COMMISSION_EXPENSE_YOY,RESEARCH_EXPENSE,RESEARCH_EXPENSE_YOY,SURRENDER_VALUE,SURRENDER_VALUE_YOY,NET_COMPENSATE_EXPENSE,NET_COMPENSATE_EXPENSE_YOY,NET_CONTRACT_RESERVE,NET_CONTRACT_RESERVE_YOY,POLICY_BONUS_EXPENSE,POLICY_BONUS_EXPENSE_YOY,REINSURE_EXPENSE,REINSURE_EXPENSE_YOY,OTHER_BUSINESS_COST,OTHER_BUSINESS_COST_YOY,OPERATE_TAX_ADD,OPERATE_TAX_ADD_YOY,SALE_EXPENSE,SALE_EXPENSE_YOY,MANAGE_EXPENSE,MANAGE_EXPENSE_YOY,ME_RESEARCH_EXPENSE,ME_RESEARCH_EXPENSE_YOY,FINANCE_EXPENSE,FINANCE_EXPENSE_YOY,FE_INTEREST_EXPENSE,FE_INTEREST_EXPENSE_YOY,FE_INTEREST_INCOME,FE_INTEREST_INCOME_YOY,ASSET_IMPAIRMENT_LOSS,ASSET_IMPAIRMENT_LOSS_YOY,CREDIT_IMPAIRMENT_LOSS,CREDIT_IMPAIRMENT_LOSS_YOY,TOC_OTHER,TOC_OTHER_YOY,FAIRVALUE_CHANGE_INCOME,FAIRVALUE_CHANGE_INCOME_YOY,INVEST_INCOME,INVEST_INCOME_YOY,INVEST_JOINT_INCOME,INVEST_JOINT_INCOME_YOY,NET_EXPOSURE_INCOME,NET_EXPOSURE_INCOME_YOY,EXCHANGE_INCOME,EXCHANGE_INCOME_YOY,ASSET_DISPOSAL_INCOME,ASSET_DISPOSAL_INCOME_YOY,ASSET_IMPAIRMENT_INCOME,ASSET_IMPAIRMENT_INCOME_YOY,CREDIT_IMPAIRMENT_INCOME,CREDIT_IMPAIRMENT_INCOME_YOY,OTHER_INCOME,OTHER_INCOME_YOY,OPERATE_PROFIT_OTHER,OPERATE_PROFIT_OTHER_YOY,OPERATE_PROFIT_BALANCE,OPERATE_PROFIT_BALANCE_YOY,OPERATE_PROFIT,OPERATE_PROFIT_YOY,NONBUSINESS_INCOME,NONBUSINESS_INCOME_YOY,NONCURRENT_DISPOSAL_INCOME,NONCURRENT_DISPOSAL_INCOME_YOY,NONBUSINESS_EXPENSE,NONBUSINESS_EXPENSE_YOY,NONCURRENT_DISPOSAL_LOSS,NONCURRENT_DISPOSAL_LOSS_YOY,EFFECT_TP_OTHER,EFFECT_TP_OTHER_YOY,TOTAL_PROFIT_BALANCE,TOTAL_PROFIT_BALANCE_YOY,TOTAL_PROFIT,TOTAL_PROFIT_YOY,INCOME_TAX,INCOME_TAX_YOY,EFFECT_NETPROFIT_OTHER,EFFECT_NETPROFIT_OTHER_YOY,EFFECT_NETPROFIT_BALANCE,EFFECT_NETPROFIT_BALANCE_YOY,UNCONFIRM_INVEST_LOSS,UNCONFIRM_INVEST_LOSS_YOY,NETPROFIT,NETPROFIT_YOY,PRECOMBINE_PROFIT,PRECOMBINE_PROFIT_YOY,CONTINUED_NETPROFIT,CONTINUED_NETPROFIT_YOY,DISCONTINUED_NETPROFIT,DISCONTINUED_NETPROFIT_YOY,PARENT_NETPROFIT,PARENT_NETPROFIT_YOY,MINORITY_INTEREST,MINORITY_INTEREST_YOY,DEDUCT_PARENT_NETPROFIT,DEDUCT_PARENT_NETPROFIT_YOY,NETPROFIT_OTHER,NETPROFIT_OTHER_YOY,NETPROFIT_BALANCE,NETPROFIT_BALANCE_YOY,BASIC_EPS,BASIC_EPS_YOY,DILUTED_EPS,DILUTED_EPS_YOY,OTHER_COMPRE_INCOME,OTHER_COMPRE_INCOME_YOY,PARENT_OCI,PARENT_OCI_YOY,MINORITY_OCI,MINORITY_OCI_YOY,PARENT_OCI_OTHER,PARENT_OCI_OTHER_YOY,PARENT_OCI_BALANCE,PARENT_OCI_BALANCE_YOY,UNABLE_OCI,UNABLE_OCI_YOY,CREDITRISK_FAIRVALUE_CHANGE,CREDITRISK_FAIRVALUE_CHANGE_YOY,OTHERRIGHT_FAIRVALUE_CHANGE,OTHERRIGHT_FAIRVALUE_CHANGE_YOY,SETUP_PROFIT_CHANGE,SETUP_PROFIT_CHANGE_YOY,RIGHTLAW_UNABLE_OCI,RIGHTLAW_UNABLE_OCI_YOY,UNABLE_OCI_OTHER,UNABLE_OCI_OTHER_YOY,UNABLE_OCI_BALANCE,UNABLE_OCI_BALANCE_YOY,ABLE_OCI,ABLE_OCI_YOY,RIGHTLAW_ABLE_OCI,RIGHTLAW_ABLE_OCI_YOY,AFA_FAIRVALUE_CHANGE,AFA_FAIRVALUE_CHANGE_YOY,HMI_AFA,HMI_AFA_YOY,CASHFLOW_HEDGE_VALID,CASHFLOW_HEDGE_VALID_YOY,CREDITOR_FAIRVALUE_CHANGE,CREDITOR_FAIRVALUE_CHANGE_YOY,CREDITOR_IMPAIRMENT_RESERVE,CREDITOR_IMPAIRMENT_RESERVE_YOY,FINANCE_OCI_AMT,FINANCE_OCI_AMT_YOY,CONVERT_DIFF,CONVERT_DIFF_YOY,ABLE_OCI_OTHER,ABLE_OCI_OTHER_YOY,ABLE_OCI_BALANCE,ABLE_OCI_BALANCE_YOY,OCI_OTHER,OCI_OTHER_YOY,OCI_BALANCE,OCI_BALANCE_YOY,TOTAL_COMPRE_INCOME,TOTAL_COMPRE_INCOME_YOY,PARENT_TCI,PARENT_TCI_YOY,MINORITY_TCI,MINORITY_TCI_YOY,PRECOMBINE_TCI,PRECOMBINE_TCI_YOY,EFFECT_TCI_BALANCE,EFFECT_TCI_BALANCE_YOY,TCI_OTHER,TCI_OTHER_YOY,TCI_BALANCE,TCI_BALANCE_YOY,ACF_END_INCOME,ACF_END_INCOME_YOY,OPINION_TYPE
603409.SH,603409,汇通控股,10401123,通用,2019-12-31 00:00:00,年报,2019年报,058001001,2020-04-28 00:00:00,2023-03-03 00:00:00,CNY,266400339.83,8.1326683411,266400339.83,8.1326683411,,,,,,,,,,,235780075.28,0.9447559085,187937670.92,2.3600935855,,,,,10823234.0,-5.0592081329,,,,,,,,,,,,,2519876.98,28.6310945089,17615170.07,-8.1135976175,13907775.99,-3.0433585595,,,2976347.32,-3.8350637599,3354252.19,-1.8833241217,114112.42,-66.743192714,,,,,,,,,,,,,,,,,12846.36,132.4580155989,-78703.89,90.392292602,-1275191.03,,11238971.64,145.2060437178,,,0.0,,40518187.63,145.3314032816,198450.26,91.2374341896,,,2120468.02,12865.8609632731,,,,,0.0,,38596169.87,132.4634540702,5624904.25,121.68193201,,,,,,,32971265.62,134.408377115,,,32971265.62,134.408377115,,,33667025.68,110.4362371622,-695760.06,64.005193731,28848425.43,143.6353865188,,,,,0.36,111.7647058824,0.36,111.7647058824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32971265.62,134.408377115,33667025.68,110.4362371622,-695760.06,64.005193731,,,,,,,,,,,标准无保留意见
603409.SH,603409,汇通控股,10401123,通用,2019-06-30 00:00:00,中报,2019中报,058001001,2019-08-12 00:00:00,2020-07-29 00:00:00,CNY,128957686.1,13.9752740047,128957686.1,13.9752740047,,,,,,,,,,,116876570.69,11.7940704696,92807447.57,11.5651822612,,,,,4099910.04,-24.6646549471,,,,,,,,,,,,,1210198.31,83.2198358898,10069981.38,37.8643358458,7169645.92,14.5536668788,,,1519387.47,-7.4398036981,,,,,,,,,,,,,,,,,,,,,11104.48,,,,-522.77,,5299458.91,64.6250448292,,,0.0,,17391156.03,47.1566961669,20647.0,659.3433024648,,,12971.99,-72.9227108954,,,,,0.0,,17398831.04,47.7867217506,945923.37,69.2819148746,,,,,,,16452907.67,46.7156452008,,,16452907.67,46.7156452008,,,16259687.21,35.0773467684,193220.46,123.4727454219,11903421.96,28.3182623542,,,,,0.17,30.7692307692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16452907.67,46.7156452008,16259687.21,35.0773467684,193220.46,123.4727454219,,,,,,,,,,,
603409.SH,603409,汇通控股,10401123,通用,2018-12-31 00:00:00,年报,2018年报,058001001,2019-04-26 00:00:00,2020-06-29 00:00:00,CNY,246364344.76,4.6828033225,246364344.76,4.6828033225,,,,,,,,,,,233573377.0,9.5891624272,183604434.44,8.2253044926,,,,,11399982.86,14.0694389047,,,,,,,,,,,,,1958995.21,13.6639103362,19170595.01,35.8039077684,14344325.24,3.4105913401,,,3095044.24,-18.1264055207,3418636.19,-0.4485437814,343125.0,336.2274553837,,,,,,,,,,,,,,,,,-39578.39,-233.8777623982,-819174.51,-223.4326295559,,,4583480.68,58.524800003,,,0.0,,16515695.54,-32.9963156544,103771.66,-73.1477044889,,,16354.24,-83.9243225539,,,,,0.0,,16603112.96,-33.4108396261,2537376.05,-46.0315060892,,,,,,,14065736.91,-30.4780121329,,,14065736.91,-30.4780121329,,,15998682.61,-25.0912759302,-1932945.7,-71.7411073924,11840819.12,-37.6397921382,,,,,0.17,-29.1666666667,0.17,-29.1666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14065736.91,-30.4780121329,15998682.61,-25.0912759302,-1932945.7,-71.7411073924,,,,,,,,,,,标准无保留意见
603409.SH,603409,汇通控股,10401123,通用,2018-06-30 00:00:00,中报,2018中报,058001001,2018-08-20 00:00:00,2019-08-12 00:00:00,CNY,113145317.9,10.3004344361,113145317.9,10.3004344361,,,,,,,,,,,104546305.72,14.1695857936,83186748.49,12.2365752917,,,,,5442213.13,48.5201734185,,,,,,,,,,,,,660517.08,24.4589834404,7304268.59,28.0806561639,6258765.97,3.2118318751,,,1641512.8,-3.4667515533,,,,,52279.66,125.062845686,,,,,,,,,,,,,,,,,,,,,3219108.56,935.566025032,,,0.0,,11818120.74,4.7836170813,2719.06,-99.6059341043,,,47907.27,,,,,,0.0,,11772932.53,-1.6348174804,558785.84,7.271461651,,,,,,,11214146.69,-2.0400830157,,,11214146.69,-2.0400830157,,,12037316.1,3.5490260541,-823169.41,-364.9056130854,9276483.13,-7.2819763743,,,,,0.13,8.3333333333,0.13,8.3333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11214146.69,-2.0400830157,12037316.1,3.5490260541,-823169.41,-364.9056130854,,,,,,,,,,,
603409.SH,603409,汇通控股,10401123,通用,2018-03-31 00:00:00,一季报,2018一季报,058001001,2018-04-26 00:00:00,2018-04-26 00:00:00,CNY,51560083.06,-10.4264344364,51560083.06,-10.4264344364,,,,,,,,,,,48230089.22,-7.0180677921,38608409.77,-10.8474031574,,,,,,,,,,,0.0,,,,,,,,114462.56,-47.6260527061,3270845.98,15.4762299628,5386542.42,13.2170909451,,,849828.49,12.4618313529,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,843941.6,,,,0.0,,4173935.44,-17.8791796588,780.05,-99.6375695317,,,47907.27,305.3296605331,,,0.0,,0.0,,4126808.22,-22.4464296087,,,,,,,,,4126808.22,-21.6662178795,,,,,,,458064.95,-91.5485803903,-454256.73,-199.3636252981,235072.45,-95.4631629199,,,,,0.05,-16.6666666667,0.05,-16.6666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603409.SH,603409,汇通控股,10401123,通用,2017-12-31 00:00:00,年报,2017年报,058001001,2018-04-26 00:00:00,2020-06-29 00:00:00,CNY,235343663.85,-5.2507685717,235343663.85,-5.2507685717,,,,,,,,,,,213135470.54,-2.0490867286,169650189.76,-1.8482058381,,,,,9993897.55,,,,,,,,,,,,,,1723497.99,2.8828365548,14116379.51,-10.9129311105,13871234.13,-38.8444525767,,,3780271.6,-2.0361306878,3434039.36,,78657.36,,,,,,,,,,-226878.35,90.8419600224,-1131568.41,54.3237654182,,,,,29563.08,,-253275.16,,,,2891333.52,,,,0.0,,24648936.4,-12.9452651038,386453.59,-76.6445239028,,,101732.82,-19.1378214824,,,,,0.0,,24933657.17,-16.4509776589,4701587.66,4.7332932266,,,,,,,20232069.51,-20.2017966336,,,20232069.51,-20.2017966336,,,21357569.24,-18.0011393649,-1125499.73,-62.6123560627,18987780.07,-23.2899291187,,,,,0.24,-36.8421052632,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20232069.51,-20.2017966336,21357569.24,-18.0011393649,-1125499.73,-62.6123560627,,,,,,,,,,,标准无保留意见
603409.SH,603409,汇通控股,10401123,通用,2017-06-30 00:00:00,中报,2017中报,058001001,2017-08-28 00:00:00,2018-08-20 00:00:00,CNY,102579213.29,-9.1062074275,102579213.29,-9.1062074275,,,,,,,,,,,91571065.09,-0.2701950997,74117326.08,-0.589112708,,,,,3664292.2,,,,,,0.0,,,,,,,,530710.65,-6.4259206318,5702866.31,-2.8148561937,6064000.47,-34.2168068643,,,1700463.65,-7.4852934244,,,,,-208594.27,8.8306616764,,,0.0,,,,-40407.28,92.9051552407,,,,,,,,,,,,,310854.98,,,,0.0,,11278595.9,-44.8949364315,690001.35,11.9636949505,,,,,,,0.0,,0.0,,11968597.25,-42.9960777924,520908.2,-75.3143441785,,,,,,,11447689.05,-39.3850882234,,,11447689.05,,,,11624750.67,-38.5111535606,-177061.62,-806.4496790903,10005048.39,-45.6139238471,,,,,0.12,-42.8571428571,0.12,-42.8571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11447689.05,-39.3850882234,11624750.67,,-177061.62,,,,,,,,,,,,
603409.SH,603409,汇通控股,10401123,通用,2017-03-31 00:00:00,一季报,2017一季报,058001001,2018-04-26 00:00:00,2018-04-26 00:00:00,CNY,57561717.83,,57561717.83,,,,,,,,,,,,51870388.23,,43305984.5,,,,,,,,,,,,0.0,,,,,,,,218548.66,,2832484.21,,4757711.38,,,,755659.48,,,,,,,,,,0.0,,,,-608653.34,,,,,,,,,,,,,,,,,,0.0,,5082676.26,,215227.49,,,,-23331.88,,,,0.0,,0.0,,5321235.63,,53000.0,,,,,,,,5268235.63,,,,,,,,5419976.42,,-151740.79,,5181417.05,,,,,,0.06,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603409.SH,603409,汇通控股,10401123,通用,2016-12-31 00:00:00,年报,2016年报,058001001,2017-03-28 00:00:00,2020-06-10 00:00:00,CNY,248385828.89,41.8671697198,248385828.89,41.8671697198,,,,,,,,,,,217594163.67,42.1240720594,172844715.89,43.7639712628,,,,,,,,,,,,,,,,,,,1675204.58,76.6770909943,15845598.79,78.2189132735,22681890.22,23.8945913283,,,3858842.68,-11.0483914081,,,,,687911.51,77.0091046361,,,,,0.0,,-2477367.98,-90.4698024462,-2477367.98,-22.9910210281,,,,,0.0,,,,,,0.0,,,,0.0,,28314297.24,36.908659561,1654659.44,10.3369432231,,,125810.14,45.7189306065,,,,,0.0,,29843146.54,35.0707001938,4489105.15,31.4855500472,,,,,,,25354041.39,35.7259468061,,,25354041.39,,,,26046178.05,39.4311116772,-692136.66,,24752656.14,42.6246851056,,,,,0.38,-38.7096774194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25354041.39,35.7259468061,26046178.05,39.4311116772,-692136.66,,,,,,,,,,,,标准无保留意见
603409.SH,603409,汇通控股,10401123,通用,2016-06-30 00:00:00,中报,2016中报,058001001,2016-07-28 00:00:00,2017-08-28 00:00:00,CNY,112856126.24,50.7313331498,112856126.24,50.7313331498,,,,,,,,,,,91819155.95,37.6243176464,74556548.18,41.3818352774,,,,,,,,,,,,,,,,,,,567155.62,29.0107160973,5868043.29,49.1589248786,9218160.72,23.8410531799,,,1838046.85,-19.6066307496,,,,,-228798.71,-89.8807512283,,,,,,,-569530.15,,,,,,,,,,,,,,,,,,0.0,,20467440.14,150.9763765568,616272.4,-0.51060541,,,87618.26,1355.1095920896,,,,,0.0,,20996094.28,139.4480068068,2110165.53,893.2745197765,,,,,,,18885928.75,120.7307130237,,,,,,,18905462.28,142.8797190427,-19533.53,-102.5295417938,18396341.67,136.3390130349,,,,,0.21,-12.5,0.21,-12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18885928.75,120.7307130237,,,,,,,,,,,,,,,
603409.SH,603409,汇通控股,10401123,通用,2015-12-31 00:00:00,年报,2015年报,058001001,2017-03-28 00:00:00,2017-03-28 00:00:00,CNY,175083375.09,61.2985697435,175083375.09,61.2985697435,,,,,,,,,,,153101554.52,47.3553899616,120228117.22,46.9795994203,,,,,,,,,,,,,,,,,,,948173.06,27.819247718,8891087.09,48.7498667354,18307409.53,77.4611781798,,,4338137.04,-7.5989067929,,,,,388630.58,4.9959297691,,,,,,,-1300661.81,-135.9839968869,-2014267.35,,,,,,,,,,,,,,,,0.0,,20681158.76,404.9790133398,1499642.27,-1.3655896473,,,86337.54,-2.0416290689,1074.85,-73.5688939928,,,0.0,,22094463.49,299.7032353475,3414143.34,307.1105587274,,,,,,,18680320.15,298.3784600458,,,,,,,18680320.15,298.3784600458,,,17355099.59,399.6245853061,,,,,0.62,210.0,0.62,210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18680320.15,298.3784600458,18680320.15,298.3784600458,,,,,,,,,,,,,标准无保留意见
603409.SH,603409,汇通控股,10401123,通用,2015-06-30 00:00:00,中报,2015中报,058001001,2016-07-28 00:00:00,2016-07-28 00:00:00,CNY,74872373.17,66.4435852454,74872373.17,66.4435852454,,,,,,,,,,,66717247.01,53.1441287143,52734177.65,57.3947718374,,,,,,,,,,,,,,,,,,,439619.0,41.038370981,3934087.95,59.7119629506,7443541.93,56.5293899418,,,2286316.48,-6.3205694954,,,,,-120496.0,-234.297977762,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,8155126.16,584.0112999435,619435.27,39.7878491513,,,6021.42,-69.9952611665,,,,,0.0,,8768540.01,442.8403831088,212445.35,17.2743389739,,,,,,,8556094.66,496.5949268042,,,,,,,7783878.52,442.7502406679,772216.14,,7783878.52,442.7502406679,,,,,0.24,300.0,0.24,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8556094.66,,7783878.52,,772216.14,,,,,,,,,,,,
603409.SH,603409,汇通控股,10401123,通用,2014-12-31 00:00:00,年报,2014年报,058001001,2016-03-10 00:00:00,2016-03-10 00:00:00,CNY,108546142.33,47.1233970072,108546142.33,47.1233970072,,,,,,,,,,,103899527.91,39.2399807326,81799186.89,38.3123689501,,,,,,,,,,,,,,,,,,,741807.73,580.0122928954,5977206.76,44.6417009853,10316289.86,35.5208474791,,,4694897.96,28.1607705048,,,,,370138.71,1049.1563623495,,,,,,,-551165.26,,,,,,,,,,,,,,,,,,0.0,,4095449.16,587.5226704427,1520404.76,-5.112004836,99178.3,,88136.97,3377.2150550361,4066.61,,,,0.0,,5527716.95,627.5921342947,838628.05,1544.0244474294,,,,,,,4689088.9,561.6308936064,,,,,,,4689088.9,561.6308936064,,,3473628.02,633.5041825125,,,,,0.2,400.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4689088.9,561.6308936064,4689088.9,,,,,,,,,,,,,,标准无保留意见
603409.SH,603409,汇通控股,10401123,通用,2014-06-30 00:00:00,中报,2014中报,058001001,2015-07-29 00:00:00,2015-07-29 00:00:00,CNY,44983633.98,,44983633.98,,,,,,,,,,,,43565004.79,,33504402.36,,,,,,,,,,,,,,,,,,,,311701.7,,2463239.37,,4755363.79,,,,2440574.7,,,,,,89722.87,,,,,,,,-226378.98,,,,,,,,,,,,,,,,,,0.0,,1192250.21,,443125.26,,,,20068.23,,,,,,0.0,,1615307.24,,181152.46,,,,,,,,1434154.78,,,,,,,,1434154.78,,,,1434154.78,,,,,,0.06,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603409.SH,603409,汇通控股,10401123,通用,2014-03-31 00:00:00,一季报,2014一季报,058001001,2014-09-25 00:00:00,2014-09-25 00:00:00,CNY,22454930.02,,22454930.02,,,,,,,,,,,,21284167.01,,15874062.75,,,,,,,,,,,,,,,,,,,,197805.39,,1432884.19,,2473463.06,,,,1216228.75,,,,,,89722.87,,,,,,,,-226378.98,,-226378.98,,,,,,,,,,,,,,,,0.0,,944384.03,,40647.31,,,,3727.23,,3227.23,,,,0.0,,981304.11,,181152.46,,,,,,,,800151.65,,,,,,,,800151.65,,,,768769.58,,,,,,0.04,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800151.65,,,,,,,,,,,,,,,,标准无保留意见
603409.SH,603409,汇通控股,10401123,通用,2013-12-31 00:00:00,年报,2013年报,058001001,2015-03-20 00:00:00,2015-03-20 00:00:00,CNY,73778980.46,41.437573182,73778980.46,41.437573182,,,,,,,,,,,74619033.53,32.863274045,59140905.12,34.8216185767,,,,,,,,,,,,,,,,,,,109087.4,164.1933120614,4132422.89,22.1302242743,7612326.85,23.2254787504,,,3663287.87,35.9218428524,,,,,-38996.6,-2724.1829071342,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,-840053.07,78.9915114563,1602315.19,-63.1646200033,,,2534.7,-97.2411887998,,,,,0.0,,759727.42,192.8534954679,51010.68,38.524958329,,,,,,,708716.74,218.3839022576,,,,,,,708716.74,218.3839022576,,,-651096.68,80.8317850674,,,,,0.04,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708716.74,218.3839022576,,,,,,,,,,,,,,,标准无保留意见
603409.SH,603409,汇通控股,10401123,通用,2012-12-31 00:00:00,年报,2012年报,058001001,2014-09-25 00:00:00,2014-09-25 00:00:00,CNY,52163635.73,,52163635.73,,,,,,,,,,,,56162272.13,,43866039.99,,,,,,,,,,,,,,,,,,,,41290.75,,3383620.16,,6177559.16,,,,2695142.88,,,,,,-1380.81,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,-3998636.4,,4349935.28,,,,91876.53,,,,,,0.0,,259422.35,,36824.18,,,,,,,,222598.17,,,,,,,,222598.17,,,,-3396751.77,,,,,,0.01,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222598.17,,,,,,,,,,,,,,,,标准无保留意见
